Severity,Humidity(%),Weather_Condition,Bump,Crossing,Junction,Roundabout,Stop,Traffic_Signal,Sunrise_Sunset,Temperature_C,Wind_Speed_ms,Visibility_km,Hour,DayOfWeek
2,96.0,5,0,0,0,0,0,1,1,19.0,3.1,8.0,5,0
2,87.0,32,0,0,0,0,0,0,1,13.3,2.6,12.9,17,2
2,83.0,90,0,0,0,0,0,0,1,16.1,0.0,16.1,9,5
2,60.0,90,0,0,0,0,0,0,1,14.4,2.7,16.1,18,4
2,34.0,90,0,0,0,0,0,0,1,23.3,6.3,16.1,16,2
2,32.0,32,0,1,0,0,0,1,1,32.8,7.2,16.1,16,4
2,89.0,36,0,0,0,0,0,0,1,3.3,2.1,16.1,19,5
2,68.0,36,0,0,0,0,0,0,1,2.4,7.7,16.1,10,2
2,78.0,14,0,1,0,0,0,1,1,21.7,1.3,16.1,15,2
2,66.0,142,0,0,1,0,0,0,1,-16.7,4.1,16.1,12,4
3,42.0,90,0,0,1,0,0,0,1,17.2,2.7,16.1,16,3
2,93.0,14,0,0,0,0,0,0,1,15.0,3.1,16.1,8,1
3,63.0,121,0,0,0,0,0,0,1,31.7,4.6,16.1,22,5
3,19.0,142,0,0,0,0,0,0,1,17.2,3.1,16.1,13,0
2,52.0,32,0,1,0,0,0,0,1,33.9,4.5,16.1,16,1
2,86.0,14,0,0,0,0,0,0,1,2.8,2.2,16.1,5,4
2,100.0,142,0,0,0,0,0,0,1,-2.0,3.1,16.1,7,0
4,100.0,36,0,0,0,0,0,0,1,20.7,3.1,1.3,5,6
3,59.0,32,0,0,0,0,0,0,1,30.0,2.7,16.1,11,0
2,17.0,90,0,0,0,0,0,0,1,17.2,3.6,16.1,8,4
2,93.0,90,0,0,0,0,0,0,1,8.9,2.2,16.1,5,3
2,38.0,32,0,0,1,0,0,0,1,2.2,4.5,16.1,16,2
3,50.0,40,0,0,0,0,0,0,1,31.7,5.1,16.1,11,3
2,69.0,40,0,0,0,0,0,0,1,26.1,2.1,16.1,7,0
2,93.0,5,0,0,0,0,0,0,1,10.0,3.6,6.4,8,4
2,65.0,32,0,1,0,0,0,0,1,30.0,5.4,16.1,8,4
2,100.0,5,0,0,0,0,0,0,1,18.3,6.3,9.7,22,3
2,46.0,32,0,0,0,0,0,0,1,18.3,5.8,16.1,16,2
2,24.0,90,0,0,0,0,0,0,1,33.3,2.2,14.5,13,0
2,78.0,90,0,1,0,0,0,1,1,21.1,0.0,16.1,22,3
2,44.0,32,0,0,0,0,0,0,1,28.3,3.1,16.1,16,1
2,66.0,90,0,0,0,0,0,0,1,30.6,6.7,16.1,16,0
3,51.0,15,0,0,0,0,0,0,1,-1.1,4.6,16.1,9,1
2,93.0,40,0,1,0,0,0,0,1,17.2,0.0,16.1,19,1
2,85.0,90,0,1,0,0,0,0,1,27.8,0.0,16.1,19,4
3,16.0,142,0,0,0,0,0,0,1,15.0,2.1,16.1,12,6
2,29.0,90,0,0,1,0,0,0,1,4.4,2.2,16.1,13,0
2,61.0,32,0,0,0,0,0,0,1,25.0,5.4,16.1,11,1
2,72.0,90,0,1,0,0,1,0,1,31.7,2.7,16.1,9,6
2,70.0,90,0,0,0,0,0,0,1,5.0,3.6,16.1,7,4
2,100.0,111,0,1,0,0,0,1,1,4.0,3.6,6.4,19,4
2,41.0,90,0,1,0,0,0,1,1,30.6,4.0,16.1,14,1
2,17.0,90,0,0,0,0,0,0,1,34.4,5.4,16.1,8,4
2,63.0,40,0,0,0,0,0,0,1,30.0,2.1,16.1,18,0
2,100.0,14,0,0,0,0,0,0,1,6.1,0.0,6.4,8,0
2,43.0,40,0,1,0,0,0,0,1,30.6,0.0,16.1,8,4
2,54.0,40,0,0,0,0,0,0,1,25.0,8.9,16.1,8,4
4,28.0,142,0,0,0,0,0,0,1,10.0,1.6,16.1,16,3
3,78.0,14,0,0,0,0,0,0,1,20.6,0.0,11.3,6,1
2,34.0,14,0,1,0,0,0,1,1,13.9,4.5,16.1,16,4
2,82.0,90,0,1,0,0,0,1,1,1.1,2.2,16.1,7,4
2,45.0,90,0,0,0,0,0,0,1,-10.0,2.7,16.1,9,4
2,92.0,36,0,0,0,0,0,0,1,0.2,3.1,11.3,8,3
2,91.0,36,0,0,0,0,0,0,1,23.3,2.1,16.1,15,0
3,78.0,14,0,0,0,0,0,0,1,20.6,2.7,16.1,8,1
2,73.0,15,0,0,0,0,0,0,1,2.2,2.7,12.9,9,6
2,47.0,90,0,1,0,0,0,0,1,33.9,4.5,16.1,13,0
2,46.0,40,0,0,0,0,0,0,1,25.6,7.2,16.1,8,4
2,84.0,142,0,0,1,0,0,0,1,23.9,3.1,11.3,18,4
2,46.0,121,0,0,0,0,0,0,1,9.0,2.1,16.1,9,5
2,55.0,90,0,0,0,0,0,0,1,30.0,2.7,16.1,10,0
2,89.0,14,0,0,0,0,0,0,1,11.7,2.7,16.1,5,6
2,72.0,14,0,0,0,0,1,0,1,13.3,5.4,16.1,17,6
2,24.0,90,0,0,0,0,0,0,1,23.3,2.2,16.1,8,4
2,99.0,35,0,0,0,0,0,0,1,10.0,0.0,6.4,22,0
3,66.0,142,0,0,0,0,0,0,1,11.7,2.1,16.1,18,3
2,100.0,15,0,0,0,0,0,0,1,0.0,2.2,1.6,8,3
2,38.0,32,0,0,0,0,0,0,1,18.9,2.2,16.1,11,5
2,26.0,90,0,0,0,0,0,0,1,27.8,4.0,16.1,21,2
2,25.0,90,0,0,0,0,0,0,1,30.0,8.0,16.1,15,6
2,76.0,5,0,0,0,0,0,0,1,8.9,2.2,16.1,8,4
2,44.0,32,0,0,0,0,0,0,1,16.1,2.7,16.1,8,4
2,97.0,142,0,0,0,0,0,1,1,26.1,2.6,16.1,20,3
2,93.0,14,0,0,0,0,0,0,1,13.9,2.7,16.1,7,0
2,82.0,90,0,0,0,0,0,0,1,23.9,1.3,16.1,7,4
2,58.0,14,0,0,0,0,0,0,1,7.8,3.1,16.1,20,6
2,78.0,101,0,0,1,0,0,0,1,19.0,3.1,8.0,10,2
2,38.0,90,0,0,0,0,0,0,1,21.7,4.0,16.1,16,1
2,96.0,121,0,0,0,0,0,0,1,-3.3,3.1,16.1,5,3
2,45.0,142,0,0,0,0,0,0,1,29.0,2.6,16.1,13,0
2,77.0,32,0,0,0,0,0,0,1,8.3,2.7,16.1,22,4
2,70.0,90,0,0,0,0,0,0,1,14.4,3.1,16.1,6,2
3,35.0,142,0,0,0,0,0,0,1,37.0,3.1,11.3,17,4
2,88.0,36,0,0,0,0,0,0,1,20.0,3.1,16.1,10,5
2,96.0,90,0,0,0,0,0,0,1,22.8,0.0,9.7,7,4
2,78.0,40,0,0,0,0,0,0,1,21.1,0.0,16.1,22,5
3,53.0,36,0,0,0,0,0,0,1,-5.0,3.1,16.1,12,3
2,83.0,14,0,0,0,0,0,0,1,15.0,1.3,16.1,8,4
2,72.0,142,0,1,0,0,0,1,1,16.0,3.6,16.1,8,4
3,77.0,142,0,0,0,0,0,0,1,29.4,3.1,16.1,17,4
2,86.0,32,0,0,0,0,0,0,1,16.7,2.2,9.7,9,5
2,85.0,15,0,0,0,0,0,0,1,-6.1,2.1,4.0,19,4
2,35.0,32,0,1,0,0,0,1,1,22.8,3.1,16.1,17,1
2,79.0,32,0,0,0,0,0,0,1,-1.1,0.0,16.1,5,6
4,54.0,40,0,0,0,0,0,0,1,27.2,7.6,16.1,18,3
2,46.0,90,0,0,0,0,0,0,1,18.9,0.0,16.1,9,3
2,85.0,90,0,0,0,0,0,0,1,23.3,1.3,16.1,4,1
2,59.0,90,0,0,0,0,0,0,1,22.2,6.7,16.1,10,4
2,16.0,90,0,0,1,0,0,0,1,21.1,4.5,16.1,12,4
2,80.0,121,0,0,0,0,0,1,1,11.1,2.6,16.1,7,2
2,40.0,90,0,1,0,0,1,0,1,12.8,8.9,16.1,8,4
2,26.0,90,0,0,0,0,0,0,1,33.9,2.2,16.1,14,0
2,41.0,90,0,0,0,0,0,1,1,23.3,4.0,16.1,16,1
2,25.0,142,0,0,0,0,0,0,1,15.0,2.1,16.1,9,4
2,69.0,14,0,0,0,0,0,1,1,-0.6,6.3,16.1,8,0
2,46.0,32,0,0,0,0,0,0,1,31.1,3.6,16.1,14,4
2,77.0,142,0,0,0,0,1,0,1,10.6,3.6,16.1,9,6
2,78.0,36,0,0,0,0,0,0,1,14.4,4.1,16.1,9,2
2,60.0,90,0,0,0,0,0,0,1,6.7,7.6,16.1,7,2
2,70.0,32,0,0,0,0,0,0,1,27.8,4.0,16.1,8,4
3,93.0,32,0,0,0,0,0,0,1,21.7,3.1,16.1,8,0
2,47.0,14,0,0,0,0,0,0,1,-1.1,8.0,24.1,10,3
2,12.0,90,0,1,0,0,0,0,1,34.4,3.6,16.1,16,2
2,65.0,91,0,0,0,0,1,0,1,2.2,11.2,16.1,11,6
2,67.0,14,0,0,0,0,0,0,1,17.2,1.3,12.9,13,1
2,57.0,32,0,0,0,0,0,0,1,13.9,1.3,16.1,9,5
2,68.0,36,0,1,0,0,0,1,1,25.6,4.1,16.1,16,0
2,96.0,92,0,0,0,0,0,0,1,17.8,4.0,3.2,7,4
2,94.0,5,0,0,0,0,0,0,1,17.0,6.7,4.8,8,0
2,76.0,90,0,0,0,0,0,0,1,6.7,3.1,16.1,2,6
2,94.0,14,0,0,0,0,0,0,1,12.8,3.1,16.1,14,6
2,30.0,40,0,0,0,0,0,0,1,33.3,2.6,16.1,17,3
2,45.0,90,0,0,0,0,0,0,1,25.0,1.3,16.1,8,4
3,73.0,32,0,0,0,0,0,0,1,17.8,3.1,16.1,7,2
2,61.0,121,0,0,0,0,0,0,1,20.0,5.7,14.5,13,4
2,81.0,14,0,0,0,0,0,0,1,13.9,0.0,12.9,8,4
2,89.0,14,0,0,0,0,0,1,1,10.0,2.2,16.1,8,0
2,94.0,14,0,0,0,0,0,0,1,22.8,2.2,16.1,17,4
3,80.0,36,0,0,0,0,0,0,1,9.4,4.1,16.1,19,4
3,93.0,111,0,0,0,0,0,0,1,4.4,4.6,3.2,18,0
2,81.0,90,0,0,0,0,0,1,1,19.4,2.7,16.1,8,2
2,100.0,90,0,0,0,0,0,0,1,2.8,0.0,16.1,6,3
1,23.0,90,0,0,0,0,0,0,1,20.0,5.8,16.1,13,3
2,70.0,90,0,0,0,0,0,0,1,27.2,5.4,11.3,10,0
2,100.0,14,0,0,0,0,0,0,1,11.1,2.2,16.1,11,4
2,45.0,90,0,0,0,0,0,0,1,32.8,0.0,16.1,14,1
2,85.0,40,0,0,0,0,0,0,1,23.3,3.6,16.1,6,6
2,100.0,92,0,0,1,0,0,0,1,7.2,0.0,1.6,5,4
2,86.0,36,0,1,0,0,0,1,1,15.6,4.1,16.1,6,3
2,93.0,32,0,0,0,0,0,0,1,22.8,1.3,11.3,18,3
2,80.0,32,0,0,0,0,0,0,1,13.3,1.3,16.1,6,3
3,76.0,36,0,0,0,0,0,0,1,20.0,3.1,16.1,0,2
2,40.0,142,0,0,0,0,0,0,1,30.6,4.6,16.1,12,3
2,80.0,32,0,0,0,0,0,0,1,29.4,6.7,16.1,12,3
2,33.0,90,0,0,0,0,0,0,1,8.9,2.7,16.1,8,4
2,63.0,32,0,0,0,0,0,0,1,29.4,2.6,16.1,15,3
2,18.0,90,0,0,0,0,0,0,1,32.2,2.2,16.1,17,4
2,89.0,90,0,0,0,0,0,0,1,-1.7,0.0,16.1,3,2
3,15.0,40,0,0,0,0,0,0,1,32.8,4.0,16.1,20,2
3,51.0,142,0,0,0,0,0,0,1,12.2,3.1,16.1,19,4
2,43.0,32,0,0,0,0,0,0,1,30.0,3.6,16.1,15,4
3,68.0,32,0,1,0,0,0,1,1,10.6,2.6,16.1,16,1
2,89.0,121,0,1,0,0,0,0,1,-1.7,2.1,16.1,6,4
2,82.0,14,0,0,0,0,0,0,1,25.0,3.1,16.1,11,4
2,84.0,36,0,0,0,0,0,1,1,17.2,4.6,16.1,9,3
2,83.0,90,0,0,0,0,0,0,1,16.1,1.3,12.9,9,2
2,100.0,14,0,0,0,0,0,0,1,23.9,2.2,16.1,9,2
2,93.0,14,0,0,0,0,0,0,1,8.9,0.0,16.1,7,4
2,58.0,14,0,0,0,0,0,0,1,27.2,4.0,16.1,8,4
2,45.0,90,0,0,0,0,0,1,1,2.8,0.0,16.1,2,6
3,54.0,36,0,0,0,0,0,1,1,26.7,4.1,16.1,17,0
2,86.0,90,0,0,0,0,0,0,1,4.4,2.7,9.7,23,5
2,26.0,90,0,0,0,0,0,0,1,18.3,0.0,16.1,18,4
2,73.0,142,0,0,0,0,0,1,1,3.9,1.6,16.1,19,0
3,64.0,142,0,0,0,0,0,0,1,15.0,3.6,16.1,7,5
2,90.0,5,0,0,0,0,0,0,1,15.6,4.1,12.9,7,2
3,27.0,142,0,0,0,0,0,0,1,11.1,8.8,16.1,17,1
1,75.0,32,0,0,0,0,0,0,1,21.7,4.0,16.1,9,3
2,31.0,90,0,0,0,0,1,0,1,21.1,3.1,16.1,11,1
2,82.0,90,0,0,0,0,0,0,1,6.7,0.0,16.1,1,1
2,12.0,90,0,0,0,0,0,1,1,27.8,5.4,12.9,17,3
2,76.0,142,0,0,0,0,0,1,1,7.8,2.1,16.1,8,2
2,64.0,5,0,0,0,0,0,1,1,6.7,5.4,16.1,8,4
3,68.0,90,0,0,0,0,0,0,1,18.9,1.3,16.1,7,2
2,38.0,90,0,0,0,0,0,0,1,26.1,1.3,8.0,8,4
2,54.0,90,0,0,0,0,0,0,1,26.1,3.6,16.1,11,4
2,63.0,32,0,0,0,0,0,0,1,30.0,2.7,16.1,11,1
2,93.0,15,0,0,0,0,0,0,1,-2.2,0.0,4.8,21,6
2,70.0,14,0,1,0,0,0,1,1,1.1,3.1,16.1,10,2
3,93.0,36,0,0,0,0,0,0,1,16.7,3.6,16.1,7,3
2,84.0,90,0,0,0,0,0,1,1,28.9,0.0,16.1,10,1
2,60.0,32,0,0,0,0,0,0,1,23.9,6.3,16.1,9,4
3,85.0,86,0,0,0,0,0,0,1,0.0,5.4,4.8,11,4
2,78.0,32,0,0,0,0,0,1,1,15.0,1.3,16.1,17,5
2,87.0,54,0,0,0,0,0,0,1,1.1,7.2,1.2,11,6
2,70.0,32,0,0,0,0,0,0,1,1.1,7.6,6.4,10,4
2,85.0,54,0,0,0,0,0,0,1,-12.2,2.2,0.4,15,0
2,22.0,91,0,0,0,0,0,0,1,21.1,9.4,16.1,16,3
2,12.0,33,0,0,0,0,0,0,1,31.1,9.4,16.1,11,0
2,50.0,121,0,0,0,0,0,0,1,11.1,3.1,16.1,19,1
2,85.0,54,0,0,0,0,1,0,1,1.7,5.4,0.8,15,0
3,82.0,14,0,0,0,0,0,0,1,2.2,6.7,16.1,22,1
2,79.0,142,0,0,0,0,1,0,1,5.0,3.1,16.1,8,2
2,46.0,32,0,0,0,0,0,0,1,28.9,4.5,16.1,13,2
2,79.0,32,0,0,0,0,0,0,1,30.0,0.0,16.1,21,3
2,94.0,90,0,0,0,0,0,0,1,24.4,4.0,16.1,6,0
2,100.0,92,0,0,0,0,0,0,1,15.0,1.6,0.6,8,3
3,89.0,142,0,0,0,0,0,0,1,2.8,3.1,16.1,18,2
2,36.0,90,0,0,1,0,0,0,1,24.4,5.4,16.1,14,1
2,36.0,142,0,0,0,0,0,0,1,20.0,3.6,16.1,13,6
3,59.0,142,0,0,0,0,0,0,1,14.0,3.1,16.1,0,1
2,49.0,90,0,0,0,0,0,0,1,-7.8,3.1,16.1,13,5
2,35.0,90,0,1,0,0,0,1,1,12.8,4.5,16.1,11,0
2,100.0,92,0,0,0,0,0,0,1,11.1,2.2,3.2,0,2
3,23.0,91,0,0,1,0,0,0,1,16.1,9.8,16.1,14,0
2,81.0,32,0,0,0,0,0,0,1,14.4,6.3,16.1,8,4
2,67.0,142,0,1,0,0,0,1,1,7.6,4.1,16.1,7,4
2,81.0,69,0,0,0,0,0,0,1,22.8,2.7,11.3,10,4
2,93.0,5,0,0,0,0,0,0,1,12.8,8.9,8.0,15,0
2,34.0,90,0,0,0,0,0,0,1,23.9,0.0,16.1,21,4
3,82.0,32,0,0,0,0,0,0,1,14.0,2.6,16.1,22,1
2,76.0,101,0,1,0,0,1,0,1,3.9,0.0,1.6,4,4
2,49.0,90,0,1,0,0,0,1,1,26.1,1.3,16.1,11,1
2,52.0,90,0,0,0,0,0,0,1,18.9,2.7,16.1,8,4
3,30.0,90,0,0,0,0,0,0,1,24.4,8.0,16.1,16,1
2,66.0,90,0,0,1,0,0,0,1,12.2,2.2,16.1,17,6
3,92.0,59,0,0,0,0,0,0,1,-3.3,4.0,1.6,4,1
2,70.0,142,0,0,0,0,0,0,1,20.6,1.6,16.1,19,1
2,84.0,14,0,1,0,0,0,1,1,22.8,3.6,16.1,11,4
3,42.0,90,0,0,0,0,0,0,1,28.3,4.0,16.1,16,4
2,30.0,32,0,0,0,0,1,0,1,13.3,2.2,16.1,0,4
2,79.0,44,0,0,0,0,0,0,1,1.1,1.3,6.4,18,2
3,62.0,142,0,0,0,0,0,0,1,16.7,4.6,16.1,7,4
2,26.0,121,0,0,0,0,0,0,1,19.4,2.1,16.1,15,2
2,40.0,142,0,0,1,0,0,0,1,13.3,4.1,16.1,14,3
3,78.0,142,0,0,0,0,0,0,1,20.0,2.1,11.3,19,3
2,41.0,90,0,0,0,0,0,0,1,33.9,1.3,16.1,16,1
2,86.0,90,0,0,0,0,0,0,1,7.2,0.0,16.1,3,1
2,38.0,90,0,0,0,0,0,0,1,16.1,2.7,16.1,15,0
2,100.0,92,0,0,0,0,0,0,1,6.7,0.0,0.4,6,4
3,83.0,121,0,0,0,0,0,0,1,11.7,3.6,16.1,7,2
2,93.0,14,0,0,0,0,0,0,1,20.6,7.6,16.1,6,0
2,55.0,32,0,0,0,0,0,0,1,21.7,7.2,16.1,12,5
2,36.0,90,0,0,0,0,0,0,1,13.9,8.0,16.1,8,4
2,94.0,10,0,0,0,0,0,0,1,11.1,5.4,1.6,15,0
2,68.0,90,0,0,0,0,0,0,1,4.4,7.2,16.1,7,1
2,35.0,90,0,0,0,0,0,0,1,16.7,3.1,16.1,10,2
3,83.0,142,0,0,0,0,0,0,1,18.0,8.2,16.1,21,0
2,69.0,90,0,0,0,0,0,0,1,24.4,2.7,16.1,17,0
2,62.0,40,0,0,0,0,0,0,1,17.8,2.2,16.1,8,4
2,73.0,90,0,0,0,0,0,0,1,23.3,2.7,16.1,8,4
2,77.0,121,0,1,0,0,0,1,1,29.4,4.1,16.1,17,3
2,11.0,40,0,1,0,0,0,1,1,38.0,2.6,16.1,15,2
3,55.0,90,0,0,0,0,0,0,1,12.2,3.1,16.1,20,6
3,100.0,142,0,0,0,0,0,0,1,19.0,3.1,16.1,13,2
2,62.0,90,0,0,0,0,0,0,1,13.9,2.7,14.5,8,4
2,62.0,90,0,0,0,0,0,0,1,6.1,5.8,16.1,8,4
3,55.0,90,0,0,0,0,0,0,1,22.8,6.3,16.1,13,2
2,74.0,90,0,1,0,0,0,0,1,11.1,1.3,16.1,4,3
2,56.0,14,0,0,0,0,0,0,1,28.9,5.8,16.1,15,4
3,86.0,121,0,0,0,0,0,0,1,10.0,1.6,16.1,17,4
2,96.0,92,0,0,0,0,0,0,1,15.0,0.0,0.8,3,5
2,82.0,14,0,0,0,0,0,0,1,2.8,6.3,16.1,8,4
2,64.0,32,0,0,1,0,0,0,1,15.0,8.9,16.1,18,4
3,47.0,90,0,1,0,0,0,0,1,-8.3,2.7,16.1,14,0
2,69.0,36,0,0,1,0,0,0,1,13.3,5.7,16.1,13,1
2,78.0,90,0,0,0,0,0,0,1,20.0,1.3,16.1,8,4
2,59.0,142,0,0,0,0,0,0,1,33.0,3.1,16.1,19,5
3,93.0,5,0,0,0,0,0,0,1,5.0,3.6,3.2,20,5
2,35.0,142,0,0,0,0,0,0,1,24.4,5.1,16.1,16,0
2,20.0,90,0,0,0,0,0,1,1,10.6,0.0,16.1,8,1
2,93.0,90,0,0,0,0,0,0,1,22.8,1.3,16.1,8,4
3,87.0,5,0,1,0,0,0,1,1,18.9,3.1,16.1,19,1
2,84.0,36,0,0,0,0,0,0,1,20.6,1.6,16.1,7,1
3,35.0,142,0,0,0,0,0,0,1,27.2,4.1,16.1,22,4
2,51.0,90,0,0,0,0,0,0,1,12.2,0.0,16.1,7,4
2,49.0,14,0,0,0,0,0,0,1,28.3,4.5,16.1,15,2
3,41.0,32,0,0,0,0,0,0,1,27.2,4.1,16.1,15,1
3,90.0,14,0,0,0,0,1,0,1,18.3,0.0,16.1,6,3
2,35.0,90,0,0,0,0,0,0,1,21.7,2.7,16.1,17,1
2,9.0,90,0,1,0,0,0,1,1,31.1,0.0,16.1,19,5
2,34.0,90,0,0,0,0,0,0,1,18.9,4.5,16.1,15,5
2,32.0,90,0,0,0,0,0,0,1,26.1,2.2,16.1,13,4
2,97.0,36,0,0,0,0,0,0,1,14.4,3.1,14.5,18,4
2,84.0,90,0,0,0,0,0,0,1,13.3,2.2,16.1,19,1
2,61.0,142,0,0,0,0,0,0,1,1.1,5.1,16.1,7,5
2,85.0,121,0,1,0,0,0,1,1,27.8,1.6,16.1,8,4
2,46.0,90,0,0,0,0,0,0,1,22.8,5.8,16.1,14,2
2,49.0,90,0,0,1,0,0,0,1,-3.9,4.0,16.1,7,3
2,96.0,138,0,0,0,0,0,1,1,-3.3,1.6,0.8,6,1
2,53.0,90,0,0,0,0,0,0,1,14.4,3.6,16.1,8,4
2,17.0,142,0,0,0,0,0,0,1,14.4,3.6,16.1,16,0
2,87.0,32,0,0,0,0,0,0,1,25.6,3.1,16.1,7,4
2,44.0,32,0,0,0,0,0,0,1,8.3,2.7,16.1,2,6
3,67.0,40,0,0,0,0,0,0,1,23.3,3.6,16.1,11,5
2,80.0,14,0,0,0,0,0,0,1,8.3,0.0,16.1,8,3
2,44.0,90,0,0,0,0,0,0,1,12.2,0.0,16.1,14,1
2,48.0,90,0,0,0,0,0,0,1,18.9,3.1,16.1,15,6
2,61.0,32,0,1,0,0,0,0,1,32.2,4.1,16.1,11,1
2,67.0,32,0,0,1,0,0,0,1,1.7,8.9,16.1,16,0
3,90.0,90,0,0,0,0,0,0,1,26.7,2.2,16.1,22,2
2,64.0,32,0,1,0,0,0,0,1,13.3,7.2,16.1,11,0
3,85.0,90,0,0,0,0,0,0,1,-0.6,1.3,16.1,8,3
2,63.0,14,0,0,0,0,0,0,1,10.6,4.5,16.1,8,6
2,53.0,90,0,0,0,0,0,0,1,4.4,3.1,16.1,9,5
2,13.0,40,0,0,1,0,0,0,1,37.8,2.7,16.1,17,1
2,79.0,142,0,0,0,0,0,0,1,24.4,3.6,12.9,8,2
2,74.0,40,0,0,0,0,0,0,1,-2.8,1.3,16.1,16,0
2,80.0,121,0,0,0,0,0,0,1,6.1,2.1,16.1,20,2
2,49.0,90,0,1,0,0,0,0,1,27.2,4.5,16.1,14,5
2,20.0,90,0,0,0,0,0,0,1,26.1,6.3,16.1,8,4
2,65.0,67,0,1,0,0,0,0,1,30.6,3.6,16.1,16,4
2,65.0,14,0,1,0,0,0,1,1,15.0,2.2,11.3,14,3
2,36.0,90,0,0,0,0,0,0,1,-6.1,3.1,16.1,20,2
4,51.0,90,0,0,0,0,0,0,1,12.2,5.4,16.1,17,2
2,77.0,14,0,0,0,0,0,0,1,13.3,4.0,16.1,16,2
2,45.0,90,0,0,0,0,0,0,1,-3.9,7.2,16.1,7,4
2,63.0,32,0,0,1,0,0,0,1,10.6,2.7,16.1,19,5
3,20.0,90,0,0,0,0,0,0,1,15.0,5.8,16.1,15,3
2,68.0,101,0,0,0,0,0,0,1,19.4,2.2,9.7,18,6
2,53.0,14,0,1,0,0,0,1,1,5.0,2.7,16.1,7,1
2,48.0,14,0,0,0,0,0,0,1,17.2,4.0,16.1,22,2
2,21.0,90,0,0,0,0,0,0,1,19.4,2.2,16.1,8,4
2,53.0,32,0,0,0,0,0,0,1,14.4,3.6,16.1,18,1
2,48.0,32,0,0,0,0,0,0,1,7.2,2.2,16.1,17,4
3,33.0,142,0,0,0,0,0,0,1,9.4,2.6,16.1,19,5
2,76.0,32,0,1,0,0,0,1,1,27.8,6.3,16.1,9,0
3,46.0,36,0,0,0,0,0,0,1,23.3,3.1,16.1,13,3
2,52.0,32,0,0,0,0,0,0,1,0.6,3.1,16.1,17,0
3,100.0,32,0,0,0,0,0,0,1,20.0,3.1,4.8,22,2
2,32.0,90,0,0,1,0,0,0,1,23.3,3.1,16.1,17,1
3,87.0,15,0,1,0,0,0,1,1,-13.3,2.1,12.9,7,4
3,100.0,125,0,0,0,0,0,0,1,23.3,7.6,1.2,16,0
2,65.0,32,0,0,0,0,0,1,1,31.1,3.1,16.1,13,5
3,99.0,5,0,0,0,0,0,0,1,8.6,6.2,16.1,10,1
3,64.0,142,0,0,0,0,0,0,1,12.8,3.1,12.9,23,6
2,80.0,90,0,0,0,0,0,1,1,0.0,3.1,16.1,18,5
2,30.0,90,0,0,1,0,0,0,1,37.2,3.1,16.1,16,4
2,50.0,90,0,0,0,0,0,1,1,11.1,2.7,16.1,18,4
2,29.0,90,0,1,0,0,0,1,1,7.8,2.2,16.1,7,3
2,29.0,90,0,0,0,0,0,0,1,26.7,2.2,16.1,10,2
2,54.0,90,0,0,0,0,0,0,1,-10.0,2.7,16.1,12,4
2,58.0,40,0,0,0,0,0,0,1,27.2,2.2,16.1,21,0
2,84.0,5,0,0,0,0,0,0,1,21.1,5.7,6.4,15,2
2,100.0,90,0,0,1,0,0,0,1,2.8,0.0,16.1,6,1
2,42.0,52,0,0,0,0,0,0,1,27.2,4.5,4.8,16,3
3,99.0,40,0,0,0,0,0,0,1,16.7,0.0,6.4,7,0
2,93.0,40,0,1,0,0,0,1,1,22.8,3.1,11.3,7,1
2,68.0,40,0,0,0,0,0,0,1,-8.9,0.0,16.1,18,0
2,50.0,90,0,0,0,0,0,0,1,10.6,3.6,16.1,8,4
2,100.0,90,0,0,0,0,0,0,1,2.2,0.0,8.0,6,1
2,28.0,90,0,0,1,0,0,0,1,13.9,1.3,16.1,8,1
3,62.0,40,0,0,0,0,0,0,1,28.3,3.6,16.1,13,5
2,71.0,90,0,0,0,0,0,0,1,16.1,3.1,16.1,7,4
2,69.0,36,0,1,0,0,0,1,1,15.6,5.1,16.1,10,3
2,49.0,90,0,0,0,0,0,0,1,14.4,0.0,16.1,8,4
3,28.0,90,0,0,0,0,0,0,1,10.0,3.1,16.1,18,4
2,86.0,36,0,0,0,0,0,0,1,9.4,3.6,3.2,7,3
2,89.0,90,0,0,0,0,0,0,1,6.7,1.3,16.1,7,3
2,90.0,14,0,0,0,0,0,0,1,18.9,2.7,11.3,6,1
2,61.0,32,0,0,0,0,0,0,1,28.9,4.0,16.1,10,1
2,88.0,90,0,0,0,0,0,0,1,16.1,2.7,16.1,10,2
3,100.0,32,0,0,0,0,0,0,1,15.0,0.0,3.2,9,3
2,81.0,142,0,0,1,0,0,0,1,19.4,3.1,16.1,7,0
2,93.0,44,0,1,0,0,0,1,1,7.0,1.6,4.8,7,4
2,72.0,90,0,0,0,0,0,0,1,29.4,6.7,16.1,9,1
2,80.0,90,0,0,0,0,0,0,1,11.7,5.4,8.0,17,2
3,55.0,121,0,0,0,0,0,0,1,30.0,4.1,16.1,16,3
3,52.0,90,0,0,0,0,0,0,1,18.9,0.0,16.1,22,3
3,34.0,40,0,0,0,0,0,0,1,18.9,3.1,16.1,11,3
2,82.0,142,0,0,0,0,0,0,1,13.0,5.7,16.1,7,1
3,61.0,90,0,0,0,0,0,0,1,11.1,1.3,16.1,8,4
4,52.0,32,0,0,1,0,0,0,1,24.4,3.6,16.1,15,1
2,90.0,32,0,0,0,0,0,0,1,15.6,4.1,11.3,6,2
2,83.0,32,0,0,0,0,0,0,1,10.6,2.6,16.1,15,5
