LogID,LocationID,CurrentSpeed,NormalSpeed,TrafficStatus,RecordedAt,LocationName,City,Latitude,Longitude,Temperature_C,Humidity_Pct,Wind_Speed_ms,Weather_Condition
380,77,39,39,Free Flow,2026-08-28 14:01:36.673,Nasr City - Abbas El Akkad,Cairo,30.0512,31.3354,34.42,40,2.06,clear sky
381,78,32,32,Free Flow,2026-08-28 14:01:37.560,Nasr City - Makram Ebeid,Cairo,30.0587,31.3485,34.42,40,2.06,clear sky
382,79,40,40,Free Flow,2026-08-28 14:01:38.420,Nasr City - Mostafa El Nahas,Cairo,30.0454,31.3521,34.42,40,2.06,clear sky
383,80,31,31,Free Flow,2026-08-28 14:01:39.273,Heliopolis - Roxy Sq,Cairo,30.0898,31.3254,34.42,40,2.06,clear sky
384,81,49,49,Free Flow,2026-08-28 14:01:40.303,Heliopolis - Merghany,Cairo,30.0854,31.3354,34.42,40,2.06,clear sky
385,82,55,55,Free Flow,2026-08-28 14:01:41.130,Heliopolis - El Khalifa El Mamoun,Cairo,30.0787,31.3054,34.42,40,2.06,clear sky
386,83,41,41,Free Flow,2026-08-28 14:01:41.963,Maadi - Victoria Square,Cairo,29.9541,31.2541,34.42,40,2.06,clear sky
387,84,33,33,Free Flow,2026-08-28 14:01:42.857,Maadi - Degla,Cairo,29.9602,31.2565,34.42,40,2.06,clear sky
388,85,21,21,Free Flow,2026-08-28 14:01:43.673,Zamalek - 26 July St,Cairo,30.0654,31.2214,34.42,40,2.06,clear sky
389,86,20,20,Free Flow,2026-08-28 14:01:44.553,Downtown - Tahrir Sq,Cairo,30.0444,31.2357,34.42,40,2.06,clear sky
390,87,16,16,Free Flow,2026-08-28 14:01:45.400,Downtown - Talaat Harb,Cairo,30.0512,31.2412,34.42,40,2.06,clear sky
391,88,33,33,Free Flow,2026-08-28 14:01:46.327,Dokki - Mesaha Sq,Giza,30.0387,31.2145,34.41,32,2.14,clear sky
392,89,23,23,Free Flow,2026-08-28 14:01:47.130,Mohandessin - Shehab St,Giza,30.0554,31.2014,34.41,32,2.14,clear sky
393,90,14,14,Free Flow,2026-08-28 14:01:47.947,Mohandessin - Sudan St,Giza,30.0687,31.2054,34.41,32,2.14,clear sky
394,91,14,14,Free Flow,2026-08-28 14:01:48.760,Giza - El Omraneya,Giza,29.9954,31.2014,34.41,32,2.14,clear sky
395,92,23,23,Free Flow,2026-08-28 14:01:49.827,Shubra - Corniche,Cairo,30.0854,31.2454,34.42,40,2.06,clear sky
396,93,23,23,Free Flow,2026-08-28 14:01:50.670,Shubra - Ahmed Helmy,Cairo,30.0687,31.2485,34.42,40,2.06,clear sky
397,94,19,19,Free Flow,2026-08-28 14:01:51.493,Ain Shams - El Matareya,Cairo,30.1254,31.3154,34.42,40,2.06,clear sky
398,95,49,49,Free Flow,2026-08-28 14:01:52.340,Ain Shams University Area,Cairo,30.0754,31.2854,34.42,40,2.06,clear sky
399,96,32,32,Free Flow,2026-08-28 14:01:53.307,Helwan - Corniche,Cairo,29.8454,31.3354,34.42,40,2.06,clear sky
400,97,24,24,Free Flow,2026-08-28 14:01:55.537,Helwan University Area,Cairo,29.8512,31.3054,34.42,40,2.06,clear sky
401,98,56,56,Free Flow,2026-08-28 14:01:56.423,Nasr City - Al-Ahly Club Area,Cairo,30.0812,31.3541,34.42,40,2.06,clear sky
402,99,46,46,Free Flow,2026-08-28 14:01:57.243,Cairo International Stadium Area,Cairo,30.0714,31.3154,34.42,40,2.06,clear sky
403,100,72,72,Free Flow,2026-08-28 14:01:58.043,Cairo Festival City Area,Cairo,30.0312,31.4014,34.42,40,2.06,clear sky
404,101,38,38,Free Flow,2026-08-28 14:01:58.820,Maadi - Ring Road Carrefour,Cairo,29.9714,31.2954,34.42,40,2.06,clear sky
405,1,16,16,Free Flow,2026-08-28 17:00:27.707,Stanley Bridge,Alexandria,31.2291,29.9575,30.98,66,6.17,clear sky
406,2,25,25,Free Flow,2026-08-28 17:00:28.610,Corniche - San Stefano,Alexandria,31.2465,29.9723,30.98,66,6.17,clear sky
407,3,22,22,Free Flow,2026-08-28 17:00:29.653,Corniche - Gleem,Alexandria,31.2391,29.9654,30.98,66,6.17,clear sky
408,4,22,22,Free Flow,2026-08-28 17:00:30.470,Corniche - Roushdy,Alexandria,31.2365,29.9621,30.98,66,6.17,clear sky
409,5,27,27,Free Flow,2026-08-28 17:00:31.307,Corniche - Sporting,Alexandria,31.2214,29.9482,30.98,66,6.17,clear sky
410,6,27,27,Free Flow,2026-08-28 17:00:32.143,Corniche - Ibrahimia,Alexandria,31.2145,29.9412,30.98,66,6.17,clear sky
411,7,38,38,Free Flow,2026-08-28 17:00:32.980,Corniche - Camp Cesar,Alexandria,31.2098,29.9365,30.98,66,6.17,clear sky
412,8,26,26,Free Flow,2026-08-28 17:00:33.843,Corniche - Chatby,Alexandria,31.2012,29.9284,30.98,66,6.17,clear sky
413,9,27,27,Free Flow,2026-08-28 17:00:34.713,Corniche - Silsela,Alexandria,31.2054,29.8965,30.98,66,6.17,clear sky
414,10,17,17,Free Flow,2026-08-28 17:00:35.537,Corniche - Citadel Qaitbay,Alexandria,31.2123,29.8854,30.98,66,6.17,clear sky
415,11,34,34,Free Flow,2026-08-28 17:00:36.353,Corniche - Miami,Alexandria,31.2825,30.0152,30.98,66,6.17,clear sky
416,12,34,34,Free Flow,2026-08-28 17:00:37.547,Corniche - Montaza,Alexandria,31.2871,30.0214,30.98,66,6.17,clear sky
417,13,34,34,Free Flow,2026-08-28 17:00:38.637,Abu Qir Road - Victoria,Alexandria,31.2412,29.9854,30.98,66,6.17,clear sky
418,14,22,22,Free Flow,2026-08-28 17:00:39.687,Abu Qir Road - Fleming,Alexandria,31.2354,29.9741,30.98,66,6.17,clear sky
419,15,18,18,Free Flow,2026-08-28 17:00:40.513,Abu Qir Road - Sidi Gaber,Alexandria,31.2215,29.9354,30.98,66,6.17,clear sky
420,16,60,60,Free Flow,2026-08-28 17:00:41.340,Alexandria Desert Road - Carrefour,Alexandria,31.1854,29.9541,30.98,66,6.17,clear sky
421,17,50,50,Free Flow,2026-08-28 17:00:42.197,Alexandria Agriculture Road Entrance,Alexandria,31.2014,30.0254,30.98,66,6.17,clear sky
422,18,48,48,Free Flow,2026-08-28 17:00:43.003,Mahmoudia Axis - Smouha,Alexandria,31.2087,29.9542,30.98,66,6.17,clear sky
423,19,86,86,Free Flow,2026-08-28 17:00:43.820,Alexandria Desert Road - km 21,Alexandria,31.1025,29.8214,30.98,66,6.17,clear sky
424,20,37,37,Free Flow,2026-08-28 17:00:44.640,Kafoury Road,Alexandria,31.0854,29.7541,30.98,66,6.17,clear sky
425,21,82,82,Free Flow,2026-08-28 17:00:45.480,Borg El Arab Entrance,Alexandria,30.9124,29.5412,30.98,66,6.17,clear sky
426,22,75,75,Free Flow,2026-08-28 17:00:46.307,Cairo-Alex Desert Road - toll gate,Beheira,30.8541,30.1245,35.88,33,7.61,clear sky
427,23,26,26,Free Flow,2026-08-28 17:00:47.460,Agricultural Road - Damanhour,Beheira,31.0412,30.4754,35.88,33,7.61,clear sky
428,24,26,26,Free Flow,2026-08-28 17:00:48.293,Agricultural Road - Tanta Bridge,Gharbia,30.7854,31.0024,37.49,22,7.53,clear sky
429,25,20,20,Free Flow,2026-08-28 17:00:49.113,Agricultural Road - Benha,Qalyubia,30.4612,31.1854,37.15,20,5.55,clear sky
430,26,34,34,Free Flow,2026-08-28 17:00:49.927,Ring Road - Benha Exit,Qalyubia,30.4354,31.2145,37.15,20,5.55,clear sky
431,27,42,42,Free Flow,2026-08-28 17:00:50.763,Ring Road - Shubra El Kheima,Qalyubia,30.1245,31.2451,37.15,20,5.55,clear sky
432,28,11,11,Free Flow,2026-08-28 17:00:51.593,Ring Road - Marg,Cairo,30.1524,31.3452,37.42,23,4.12,clear sky
433,29,79,79,Free Flow,2026-08-28 17:00:52.433,Ring Road - Al Salam City,Cairo,30.1654,31.3854,37.42,23,4.12,clear sky
434,30,77,77,Free Flow,2026-08-28 17:00:53.233,Ring Road - New Cairo Entrance,Cairo,30.0541,31.4251,37.42,23,4.12,clear sky
435,31,66,66,Free Flow,2026-08-28 17:00:54.067,Ring Road - Katameya,Cairo,29.9854,31.3541,37.42,23,4.12,clear sky
436,32,20,20,Free Flow,2026-08-28 17:00:54.887,Ring Road - Maadi,Cairo,29.9621,31.2754,37.42,23,4.12,clear sky
437,33,42,42,Free Flow,2026-08-28 17:00:55.697,Ring Road - Mounib,Giza,29.9821,31.2154,37.41,20,4.89,clear sky
438,34,13,13,Free Flow,2026-08-28 17:00:56.540,Ring Road - Mariouteya,Giza,29.9754,31.1542,37.41,20,4.89,clear sky
439,35,14,14,Free Flow,2026-08-28 17:00:57.407,Ring Road - El Waraq,Giza,30.0854,31.2014,37.41,20,4.89,clear sky
440,36,27,27,Free Flow,2026-08-28 17:00:58.203,Ring Road - Mohandessin Axis,Giza,30.0654,31.1925,37.41,20,4.89,clear sky
441,37,9,16,Heavy Congestion,2026-08-28 17:00:59.013,October Bridge - Ramses,Cairo,30.0565,31.2442,37.42,23,4.12,clear sky
442,38,20,20,Free Flow,2026-08-28 17:00:59.850,October Bridge - Tahrir Sq,Cairo,30.0444,31.2357,37.42,23,4.12,clear sky
443,39,21,21,Free Flow,2026-08-28 17:01:00.703,October Bridge - Zamalek,Cairo,30.0621,31.2215,37.42,23,4.12,clear sky
444,40,30,30,Free Flow,2026-08-28 17:01:01.533,October Bridge - Doqqi,Giza,30.0454,31.2145,37.41,20,4.89,clear sky
445,41,23,23,Free Flow,2026-08-28 17:01:02.363,October Bridge - Mohandessin End,Giza,30.0541,31.1985,37.41,20,4.89,clear sky
446,42,37,37,Free Flow,2026-08-28 17:01:03.187,October Bridge - Nasr City (Abbas El Akkad),Cairo,30.0687,31.3354,37.42,23,4.12,clear sky
447,43,34,34,Free Flow,2026-08-28 17:01:04.007,October Bridge - Al-Manial,Cairo,30.0312,31.2285,37.42,23,4.12,clear sky
448,44,42,42,Free Flow,2026-08-28 17:01:04.813,Salah Salem - Airport Road,Cairo,30.1054,31.3854,37.42,23,4.12,clear sky
449,45,58,58,Free Flow,2026-08-28 17:01:05.630,Salah Salem - Al Azhar,Cairo,30.0454,31.2621,37.42,23,4.12,clear sky
450,46,49,49,Free Flow,2026-08-28 17:01:06.453,Salah Salem - Citadel,Cairo,30.0285,31.2654,37.42,23,4.12,clear sky
451,47,46,46,Free Flow,2026-08-28 17:01:07.350,Salah Salem - Panorama,Cairo,30.0721,31.3154,37.42,23,4.12,clear sky
452,48,20,20,Free Flow,2026-08-28 17:01:08.207,Autostrad - Maadi,Cairo,29.9754,31.2654,37.42,23,4.12,clear sky
453,49,20,20,Free Flow,2026-08-28 17:01:09.013,Autostrad - Helwan,Cairo,29.8541,31.3154,37.42,23,4.12,clear sky
454,50,67,67,Free Flow,2026-08-28 17:01:09.870,Autostrad - Nasr City,Cairo,30.0354,31.3354,37.42,23,4.12,clear sky
455,51,38,38,Free Flow,2026-08-28 17:01:10.697,Corniche - Maspero,Cairo,30.0541,31.2312,37.42,23,4.12,clear sky
456,52,20,20,Free Flow,2026-08-28 17:01:11.540,Corniche - Garden City,Cairo,30.0354,31.2285,37.42,23,4.12,clear sky
457,53,41,41,Free Flow,2026-08-28 17:01:12.337,Corniche - Maadi,Cairo,29.9621,31.2454,37.42,23,4.12,clear sky
458,54,34,34,Free Flow,2026-08-28 17:01:13.150,Qasr El Nil Bridge,Cairo,30.0435,31.2312,37.42,23,4.12,clear sky
459,55,13,13,Free Flow,2026-08-28 17:01:13.960,Abbas Bridge,Cairo,30.0198,31.2312,37.42,23,4.12,clear sky
460,56,22,28,Moderate,2026-08-28 17:01:14.777,El Galaa Bridge,Cairo,30.0512,31.2214,37.42,23,4.12,clear sky
461,57,37,37,Free Flow,2026-08-28 17:01:15.590,Tahya Masr Bridge,Cairo,30.0954,31.2245,37.42,23,4.12,clear sky
462,58,34,34,Free Flow,2026-08-28 17:01:16.420,Axis 26 July - Lebanon Sq,Giza,30.0612,31.1985,37.41,20,4.89,clear sky
463,59,53,53,Free Flow,2026-08-28 17:01:17.310,Axis 26 July - Hyper One,Giza,30.0714,31.0254,37.41,20,4.89,clear sky
464,60,21,21,Free Flow,2026-08-28 17:01:18.133,Axis 26 July - Juhayna Sq,Giza,29.9714,30.9542,37.41,20,4.89,clear sky
465,61,32,32,Free Flow,2026-08-28 17:01:18.963,محور روض الفرج - شبرا,Qalyubia,30.1025,31.2214,37.15,20,5.55,clear sky
466,62,105,105,Free Flow,2026-08-28 17:01:19.787,محور روض الفرج - الضبعة,Giza,30.0854,30.9854,37.41,20,4.89,clear sky
467,63,39,39,Free Flow,2026-08-28 17:01:20.600,Haram Street - Giza Square,Giza,30.0124,31.2145,37.41,20,4.89,clear sky
468,64,32,32,Free Flow,2026-08-28 17:01:21.443,Haram Street - Al Arish,Giza,29.9954,31.1754,37.41,20,4.89,clear sky
469,65,36,36,Free Flow,2026-08-28 17:01:22.270,Haram Street - El Remaya,Giza,29.9821,31.1354,37.41,20,4.89,clear sky
470,66,39,39,Free Flow,2026-08-28 17:01:23.110,Faisal Street - El Massaha,Giza,30.0254,31.2014,37.41,20,4.89,clear sky
471,67,32,32,Free Flow,2026-08-28 17:01:23.960,Faisal Street - El Talbeya,Giza,29.9921,31.1654,37.41,20,4.89,clear sky
472,68,61,61,Free Flow,2026-08-28 17:01:24.823,King Faisal Street End,Giza,29.9854,31.1245,37.41,20,4.89,clear sky
473,69,78,83,Moderate,2026-08-28 17:01:25.637,Cairo-Alexandria Desert Road - Smart Village,Giza,30.0714,31.0154,37.41,20,4.89,clear sky
474,70,40,40,Free Flow,2026-08-28 17:01:26.483,Cairo-Alexandria Desert Road - Sphinx,Giza,30.0214,30.9054,37.41,20,4.89,clear sky
475,71,81,81,Free Flow,2026-08-28 17:01:27.443,Wadi El Natrun Road,Beheira,30.4541,30.3541,35.88,33,7.61,clear sky
476,72,70,70,Free Flow,2026-08-28 17:01:28.257,New Cairo - Teseen Street North,Cairo,30.0254,31.4154,37.42,23,4.12,clear sky
477,73,48,48,Free Flow,2026-08-28 17:01:29.113,New Cairo - Teseen Street South,Cairo,29.9954,31.4452,37.42,23,4.12,clear sky
478,74,74,74,Free Flow,2026-08-28 17:01:29.930,New Cairo - American University,Cairo,30.0054,31.5021,37.42,23,4.12,clear sky
479,75,57,57,Free Flow,2026-08-28 17:01:30.723,New Cairo - Mohamed Naguib Axis,Cairo,30.0154,31.4354,37.42,23,4.12,clear sky
480,76,63,63,Free Flow,2026-08-28 17:01:31.543,New Cairo - Sadat Axis,Cairo,30.0454,31.4254,37.42,23,4.12,clear sky
481,77,39,39,Free Flow,2026-08-28 17:01:32.397,Nasr City - Abbas El Akkad,Cairo,30.0512,31.3354,37.42,23,4.12,clear sky
482,78,32,32,Free Flow,2026-08-28 17:01:33.227,Nasr City - Makram Ebeid,Cairo,30.0587,31.3485,37.42,23,4.12,clear sky
483,79,40,40,Free Flow,2026-08-28 17:01:35.037,Nasr City - Mostafa El Nahas,Cairo,30.0454,31.3521,37.42,23,4.12,clear sky
484,80,31,31,Free Flow,2026-08-28 17:01:35.867,Heliopolis - Roxy Sq,Cairo,30.0898,31.3254,37.42,23,4.12,clear sky
485,81,49,49,Free Flow,2026-08-28 17:01:36.713,Heliopolis - Merghany,Cairo,30.0854,31.3354,37.42,23,4.12,clear sky
486,82,55,55,Free Flow,2026-08-28 17:01:37.607,Heliopolis - El Khalifa El Mamoun,Cairo,30.0787,31.3054,37.42,23,4.12,clear sky
487,83,41,41,Free Flow,2026-08-28 17:01:38.563,Maadi - Victoria Square,Cairo,29.9541,31.2541,37.42,23,4.12,clear sky
488,84,33,33,Free Flow,2026-08-28 17:01:39.400,Maadi - Degla,Cairo,29.9602,31.2565,37.42,23,4.12,clear sky
489,85,21,21,Free Flow,2026-08-28 17:01:40.230,Zamalek - 26 July St,Cairo,30.0654,31.2214,37.42,23,4.12,clear sky
490,86,20,20,Free Flow,2026-08-28 17:01:41.067,Downtown - Tahrir Sq,Cairo,30.0444,31.2357,37.42,23,4.12,clear sky
491,87,16,16,Free Flow,2026-08-28 17:01:41.903,Downtown - Talaat Harb,Cairo,30.0512,31.2412,37.42,23,4.12,clear sky
492,88,33,33,Free Flow,2026-08-28 17:01:42.717,Dokki - Mesaha Sq,Giza,30.0387,31.2145,37.41,20,4.89,clear sky
493,89,10,23,Heavy Congestion,2026-08-28 17:01:43.513,Mohandessin - Shehab St,Giza,30.0554,31.2014,37.41,20,4.89,clear sky
494,90,14,14,Free Flow,2026-08-28 17:01:45.347,Mohandessin - Sudan St,Giza,30.0687,31.2054,37.41,20,4.89,clear sky
495,91,14,14,Free Flow,2026-08-28 17:01:46.150,Giza - El Omraneya,Giza,29.9954,31.2014,37.41,20,4.89,clear sky
496,92,23,23,Free Flow,2026-08-28 17:01:46.957,Shubra - Corniche,Cairo,30.0854,31.2454,37.42,23,4.12,clear sky
497,93,23,23,Free Flow,2026-08-28 17:01:47.827,Shubra - Ahmed Helmy,Cairo,30.0687,31.2485,37.42,23,4.12,clear sky
498,94,19,19,Free Flow,2026-08-28 17:01:48.660,Ain Shams - El Matareya,Cairo,30.1254,31.3154,37.42,23,4.12,clear sky
499,95,49,49,Free Flow,2026-08-28 17:01:49.480,Ain Shams University Area,Cairo,30.0754,31.2854,37.42,23,4.12,clear sky
500,96,32,32,Free Flow,2026-08-28 17:01:50.307,Helwan - Corniche,Cairo,29.8454,31.3354,37.42,23,4.12,clear sky
501,97,24,24,Free Flow,2026-08-28 17:01:51.137,Helwan University Area,Cairo,29.8512,31.3054,37.42,23,4.12,clear sky
502,98,56,56,Free Flow,2026-08-28 17:01:51.970,Nasr City - Al-Ahly Club Area,Cairo,30.0812,31.3541,37.42,23,4.12,clear sky
503,99,46,46,Free Flow,2026-08-28 17:01:52.797,Cairo International Stadium Area,Cairo,30.0714,31.3154,37.42,23,4.12,clear sky
504,100,72,72,Free Flow,2026-08-28 17:01:53.623,Cairo Festival City Area,Cairo,30.0312,31.4014,37.42,23,4.12,clear sky
505,101,38,38,Free Flow,2026-08-28 17:01:54.437,Maadi - Ring Road Carrefour,Cairo,29.9714,31.2954,37.42,23,4.12,clear sky
506,1,14,17,Moderate,2026-08-28 22:43:18.647,Stanley Bridge,Alexandria,31.2291,29.9575,26.98,78,4.12,clear sky
507,2,25,25,Free Flow,2026-08-28 22:43:19.423,Corniche - San Stefano,Alexandria,31.2465,29.9723,26.98,78,4.12,clear sky
508,3,22,22,Free Flow,2026-08-28 22:43:20.183,Corniche - Gleem,Alexandria,31.2391,29.9654,26.98,78,4.12,clear sky
509,4,22,22,Free Flow,2026-08-28 22:43:20.953,Corniche - Roushdy,Alexandria,31.2365,29.9621,26.98,78,4.12,clear sky
510,5,27,27,Free Flow,2026-08-28 22:43:21.713,Corniche - Sporting,Alexandria,31.2214,29.9482,26.98,78,4.12,clear sky
511,6,27,27,Free Flow,2026-08-28 22:43:22.483,Corniche - Ibrahimia,Alexandria,31.2145,29.9412,26.98,78,4.12,clear sky
512,7,38,38,Free Flow,2026-08-28 22:43:23.240,Corniche - Camp Cesar,Alexandria,31.2098,29.9365,26.98,78,4.12,clear sky
513,8,26,26,Free Flow,2026-08-28 22:43:24.057,Corniche - Chatby,Alexandria,31.2012,29.9284,26.98,78,4.12,clear sky
514,9,19,27,Moderate,2026-08-28 22:43:24.817,Corniche - Silsela,Alexandria,31.2054,29.8965,26.98,78,4.12,clear sky
515,10,15,18,Moderate,2026-08-28 22:43:25.583,Corniche - Citadel Qaitbay,Alexandria,31.2123,29.8854,26.98,78,4.12,clear sky
516,11,28,34,Moderate,2026-08-28 22:43:26.383,Corniche - Miami,Alexandria,31.2825,30.0152,26.98,78,4.12,clear sky
517,12,34,34,Free Flow,2026-08-28 22:43:27.153,Corniche - Montaza,Alexandria,31.2871,30.0214,26.98,78,4.12,clear sky
518,13,34,34,Free Flow,2026-08-28 22:43:27.950,Abu Qir Road - Victoria,Alexandria,31.2412,29.9854,26.98,78,4.12,clear sky
519,14,22,22,Free Flow,2026-08-28 22:43:28.850,Abu Qir Road - Fleming,Alexandria,31.2354,29.9741,26.98,78,4.12,clear sky
520,15,14,17,Moderate,2026-08-28 22:43:29.637,Abu Qir Road - Sidi Gaber,Alexandria,31.2215,29.9354,26.98,78,4.12,clear sky
521,16,60,60,Free Flow,2026-08-28 22:43:30.400,Alexandria Desert Road - Carrefour,Alexandria,31.1854,29.9541,26.98,78,4.12,clear sky
522,17,50,50,Free Flow,2026-08-28 22:43:31.163,Alexandria Agriculture Road Entrance,Alexandria,31.2014,30.0254,26.98,78,4.12,clear sky
523,18,48,48,Free Flow,2026-08-28 22:43:32.067,Mahmoudia Axis - Smouha,Alexandria,31.2087,29.9542,26.98,78,4.12,clear sky
524,19,86,86,Free Flow,2026-08-28 22:43:32.857,Alexandria Desert Road - km 21,Alexandria,31.1025,29.8214,26.98,78,4.12,clear sky
525,20,33,37,Moderate,2026-08-28 22:43:33.733,Kafoury Road,Alexandria,31.0854,29.7541,26.98,78,4.12,clear sky
526,21,82,82,Free Flow,2026-08-28 22:43:34.637,Borg El Arab Entrance,Alexandria,30.9124,29.5412,26.98,78,4.12,clear sky
527,22,75,75,Free Flow,2026-08-28 22:43:35.547,Cairo-Alex Desert Road - toll gate,Beheira,30.8541,30.1245,26.97,80,4.44,clear sky
528,23,26,26,Free Flow,2026-08-28 22:43:36.943,Agricultural Road - Damanhour,Beheira,31.0412,30.4754,26.97,80,4.44,clear sky
529,24,22,25,Moderate,2026-08-28 22:43:40.910,Agricultural Road - Tanta Bridge,Gharbia,30.7854,31.0024,27.96,79,2.14,clear sky
530,25,20,20,Free Flow,2026-08-28 22:43:41.750,Agricultural Road - Benha,Qalyubia,30.4612,31.1854,29.78,58,2.77,clear sky
531,26,34,34,Free Flow,2026-08-28 22:43:42.517,Ring Road - Benha Exit,Qalyubia,30.4354,31.2145,29.78,58,2.77,clear sky
532,27,42,42,Free Flow,2026-08-28 22:43:43.270,Ring Road - Shubra El Kheima,Qalyubia,30.1245,31.2451,29.78,58,2.77,clear sky
533,28,11,11,Free Flow,2026-08-28 22:43:44.090,Ring Road - Marg,Cairo,30.1524,31.3452,33.42,43,4.63,clear sky
534,29,79,79,Free Flow,2026-08-28 22:43:44.870,Ring Road - Al Salam City,Cairo,30.1654,31.3854,33.42,43,4.63,clear sky
535,30,77,77,Free Flow,2026-08-28 22:43:45.650,Ring Road - New Cairo Entrance,Cairo,30.0541,31.4251,33.42,43,4.63,clear sky
536,31,66,66,Free Flow,2026-08-28 22:43:46.423,Ring Road - Katameya,Cairo,29.9854,31.3541,33.42,43,4.63,clear sky
537,32,18,20,Moderate,2026-08-28 22:43:47.177,Ring Road - Maadi,Cairo,29.9621,31.2754,33.42,43,4.63,clear sky
538,33,42,42,Free Flow,2026-08-28 22:43:47.960,Ring Road - Mounib,Giza,29.9821,31.2154,33.41,46,6.72,clear sky
539,34,13,13,Free Flow,2026-08-28 22:43:48.723,Ring Road - Mariouteya,Giza,29.9754,31.1542,33.41,46,6.72,clear sky
540,35,14,14,Free Flow,2026-08-28 22:43:49.477,Ring Road - El Waraq,Giza,30.0854,31.2014,33.41,46,6.72,clear sky
541,36,27,27,Free Flow,2026-08-28 22:43:50.257,Ring Road - Mohandessin Axis,Giza,30.0654,31.1925,33.41,46,6.72,clear sky
542,37,14,16,Moderate,2026-08-28 22:43:51.020,October Bridge - Ramses,Cairo,30.0565,31.2442,33.42,43,4.63,clear sky
543,38,20,20,Free Flow,2026-08-28 22:43:51.807,October Bridge - Tahrir Sq,Cairo,30.0444,31.2357,33.42,43,4.63,clear sky
544,39,21,21,Free Flow,2026-08-28 22:43:52.677,October Bridge - Zamalek,Cairo,30.0621,31.2215,33.42,43,4.63,clear sky
545,40,30,30,Free Flow,2026-08-28 22:43:53.447,October Bridge - Doqqi,Giza,30.0454,31.2145,33.41,46,6.72,clear sky
546,41,23,23,Free Flow,2026-08-28 22:43:54.257,October Bridge - Mohandessin End,Giza,30.0541,31.1985,33.41,46,6.72,clear sky
547,42,37,37,Free Flow,2026-08-28 22:43:55.053,October Bridge - Nasr City (Abbas El Akkad),Cairo,30.0687,31.3354,33.42,43,4.63,clear sky
548,43,34,34,Free Flow,2026-08-28 22:43:55.827,October Bridge - Al-Manial,Cairo,30.0312,31.2285,33.42,43,4.63,clear sky
549,44,42,42,Free Flow,2026-08-28 22:43:56.590,Salah Salem - Airport Road,Cairo,30.1054,31.3854,33.42,43,4.63,clear sky
550,45,58,58,Free Flow,2026-08-28 22:43:57.353,Salah Salem - Al Azhar,Cairo,30.0454,31.2621,33.42,43,4.63,clear sky
551,46,49,49,Free Flow,2026-08-28 22:43:58.127,Salah Salem - Citadel,Cairo,30.0285,31.2654,33.42,43,4.63,clear sky
552,47,46,46,Free Flow,2026-08-28 22:43:58.887,Salah Salem - Panorama,Cairo,30.0721,31.3154,33.42,43,4.63,clear sky
553,48,18,20,Moderate,2026-08-28 22:43:59.663,Autostrad - Maadi,Cairo,29.9754,31.2654,33.42,43,4.63,clear sky
554,49,20,20,Free Flow,2026-08-28 22:44:00.507,Autostrad - Helwan,Cairo,29.8541,31.3154,33.42,43,4.63,clear sky
555,50,67,67,Free Flow,2026-08-28 22:44:01.283,Autostrad - Nasr City,Cairo,30.0354,31.3354,33.42,43,4.63,clear sky
556,51,30,38,Moderate,2026-08-28 22:44:02.047,Corniche - Maspero,Cairo,30.0541,31.2312,33.42,43,4.63,clear sky
557,52,18,22,Moderate,2026-08-28 22:44:02.803,Corniche - Garden City,Cairo,30.0354,31.2285,33.42,43,4.63,clear sky
558,53,41,41,Free Flow,2026-08-28 22:44:03.627,Corniche - Maadi,Cairo,29.9621,31.2454,33.42,43,4.63,clear sky
559,54,34,34,Free Flow,2026-08-28 22:44:04.390,Qasr El Nil Bridge,Cairo,30.0435,31.2312,33.42,43,4.63,clear sky
560,55,13,13,Free Flow,2026-08-28 22:44:05.160,Abbas Bridge,Cairo,30.0198,31.2312,33.42,43,4.63,clear sky
561,56,28,28,Free Flow,2026-08-28 22:44:05.947,El Galaa Bridge,Cairo,30.0512,31.2214,33.42,43,4.63,clear sky
562,57,31,36,Moderate,2026-08-28 22:44:06.730,Tahya Masr Bridge,Cairo,30.0954,31.2245,33.42,43,4.63,clear sky
563,58,28,34,Moderate,2026-08-28 22:44:07.490,Axis 26 July - Lebanon Sq,Giza,30.0612,31.1985,33.41,46,6.72,clear sky
564,59,53,53,Free Flow,2026-08-28 22:44:08.307,Axis 26 July - Hyper One,Giza,30.0714,31.0254,33.41,46,6.72,clear sky
565,60,21,21,Free Flow,2026-08-28 22:44:09.070,Axis 26 July - Juhayna Sq,Giza,29.9714,30.9542,33.41,46,6.72,clear sky
566,61,26,32,Moderate,2026-08-28 22:44:09.860,محور روض الفرج - شبرا,Qalyubia,30.1025,31.2214,29.78,58,2.77,clear sky
567,62,105,105,Free Flow,2026-08-28 22:44:10.627,محور روض الفرج - الضبعة,Giza,30.0854,30.9854,33.41,46,6.72,clear sky
568,63,31,39,Moderate,2026-08-28 22:44:11.390,Haram Street - Giza Square,Giza,30.0124,31.2145,33.41,46,6.72,clear sky
569,64,32,32,Free Flow,2026-08-28 22:44:12.173,Haram Street - Al Arish,Giza,29.9954,31.1754,33.41,46,6.72,clear sky
570,65,36,36,Free Flow,2026-08-28 22:44:12.937,Haram Street - El Remaya,Giza,29.9821,31.1354,33.41,46,6.72,clear sky
571,66,39,39,Free Flow,2026-08-28 22:44:13.697,Faisal Street - El Massaha,Giza,30.0254,31.2014,33.41,46,6.72,clear sky
