Incident_ID,Location_Name,Incident_Date,Incident_Time,Incident_Type,Severity,Cause,Road_Delay_Minutes,ADAS_Driver_Status,Temperature_C,Humidity_Pct,Wind_Speed_ms,Weather_Condition,CurrentSpeed,TrafficStatus
INC_101370,October Bridge - Al-Manial,2026-07-19,20:45:01,Vehicle Breakdown,Moderate,Unknown,44,SAFE & FOCUSED,23.0,51,2.3,Clear Sky,22,Moderate Traffic
INC_101371,Haram Street - Giza Square,2026-08-13,21:28:01,Accident,Major,Driver Fatigue,70,FATIGUE - YAWNING!,21.4,44,7.1,Clear Sky,8,Heavy Traffic
INC_101372,Giza - El Omraneya,2026-06-30,04:08:01,Accident,Minor,Speeding,25,STRESS / ANGER DETECTED!,31.0,38,7.0,Cloudy,77,Free Flow
INC_101373,Salah Salem - Airport Road,2026-03-13,06:33:01,Accident,Moderate,Speeding,42,STRESS / ANGER DETECTED!,33.2,46,4.9,Clear Sky,22,Moderate Traffic
INC_101374,Cairo Festival City Area,2026-04-25,15:20:01,Accident,Major,Fainting / Sudden Illness,109,SOS: FAINTING / EMERGENCY!,21.7,62,4.5,Clear Sky,4,Heavy Traffic
INC_101375,Corniche - Gleem,2026-05-13,08:02:01,Weather Condition,Moderate,Unknown,60,SAFE & FOCUSED,16.9,83,6.6,Rainy,26,Moderate Traffic
INC_101376,Ring Road - Shubra El Kheima,2026-05-08,06:49:01,Accident,Fatal,Driver Fatigue,168,DROWSY - SLEEPING!,37.4,47,7.3,Clear Sky,15,Heavy Traffic
INC_101377,Corniche - Chatby,2026-06-03,05:39:01,Accident,Major,Phone Usage,111,DISTRACTED: PHONE USAGE!,27.6,34,5.9,Clear Sky,4,Heavy Traffic
INC_101378,October Bridge - Al-Manial,2026-08-30,12:39:01,Accident,Major,Driver Fatigue,76,DROWSY - SLEEPING!,27.3,35,2.3,Cloudy,15,Heavy Traffic
INC_101379,Alexandria Desert Road - Carrefour,2026-05-01,01:14:01,Accident,Fatal,Fainting / Sudden Illness,127,SOS: FAINTING / EMERGENCY!,33.2,30,2.2,Cloudy,0,Heavy Traffic
INC_101380,Nasr City - Al-Ahly Club Area,2026-04-10,07:22:01,Accident,Moderate,Phone Usage,40,DISTRACTED: PHONE USAGE!,25.3,61,5.0,Clear Sky,34,Moderate Traffic
INC_101381,October Bridge - Tahrir Sq,2026-04-10,11:10:01,Accident,Major,Fainting / Sudden Illness,108,SOS: FAINTING / EMERGENCY!,24.3,60,2.7,Clear Sky,7,Heavy Traffic
INC_101382,Corniche - Citadel Qaitbay,2026-07-05,08:43:01,Vehicle Breakdown,Minor,Unknown,21,SAFE & FOCUSED,36.9,47,4.6,Clear Sky,63,Free Flow
INC_101383,Abu Qir Road - Victoria,2026-03-28,13:36:01,Accident,Moderate,Speeding,43,STRESS / ANGER DETECTED!,27.5,61,5.0,Clear Sky,29,Moderate Traffic
INC_101384,Faisal Street - El Talbeya,2026-04-26,23:01:01,Accident,Moderate,Lack of Attention,35,DISTRACTED: LOOKING AWAY!,22.8,34,2.2,Cloudy,23,Moderate Traffic
INC_101385,Corniche - Citadel Qaitbay,2026-07-05,06:57:01,Accident,Moderate,Lack of Attention,35,DISTRACTED: LOOKING AWAY!,22.0,31,5.7,Clear Sky,19,Moderate Traffic
INC_101386,Ring Road - Maadi,2026-04-27,23:27:01,Accident,Major,Driver Fatigue,67,FATIGUE - YAWNING!,26.1,50,3.6,Cloudy,7,Heavy Traffic
INC_101387,Tahya Masr Bridge,2026-03-24,18:27:01,Accident,Moderate,Phone Usage,31,DISTRACTED: PHONE USAGE!,23.2,41,3.8,Cloudy,28,Moderate Traffic
INC_101388,Autostrad - Maadi,2026-07-24,15:59:01,Accident,Fatal,Driver Fatigue,205,DROWSY - SLEEPING!,29.8,57,2.1,Clear Sky,4,Heavy Traffic
INC_101389,October Bridge - Zamalek,2026-07-16,09:06:01,Accident,Fatal,Driver Fatigue,230,DROWSY - SLEEPING!,24.4,48,7.0,Clear Sky,3,Heavy Traffic
INC_101390,Cairo International Stadium Area,2026-08-01,21:16:01,Accident,Fatal,Fainting / Sudden Illness,235,SOS: FAINTING / EMERGENCY!,27.9,52,2.0,Clear Sky,9,Heavy Traffic
INC_101391,Kafoury Road,2026-07-02,15:58:01,Accident,Minor,Lack of Attention,19,DISTRACTED: LOOKING AWAY!,35.2,55,3.6,Cloudy,62,Free Flow
INC_101392,Haram Street - El Remaya,2026-08-20,04:02:01,Roadworks,Minor,Unknown,15,SAFE & FOCUSED,23.3,47,7.8,Clear Sky,56,Free Flow
INC_101393,Qasr El Nil Bridge,2026-09-01,09:03:01,Accident,Moderate,Driver Fatigue,45,FATIGUE - YAWNING!,36.4,43,4.5,Clear Sky,31,Moderate Traffic
INC_101394,Salah Salem - Al Azhar,2026-03-21,18:11:01,Accident (Other Driver),Moderate,Unknown,34,SAFE & FOCUSED,21.5,63,6.2,Clear Sky,18,Moderate Traffic
INC_101395,Ring Road - Marg,2026-04-20,02:52:01,Accident,Minor,Lack of Attention,29,DISTRACTED: LOOKING AWAY!,37.4,65,3.7,Clear Sky,36,Moderate Traffic
INC_101396,Ring Road - Shubra El Kheima,2026-04-04,20:24:01,Accident,Major,Fainting / Sudden Illness,116,SOS: FAINTING / EMERGENCY!,35.7,53,5.5,Clear Sky,3,Heavy Traffic
INC_101397,Maadi - Degla,2026-04-21,14:37:01,Accident,Moderate,Lack of Attention,48,DISTRACTED: LOOKING AWAY!,26.1,59,2.4,Cloudy,23,Moderate Traffic
INC_101398,Mohandessin - Shehab St,2026-07-25,11:50:01,Accident,Major,Fainting / Sudden Illness,90,SOS: FAINTING / EMERGENCY!,21.1,35,7.0,Clear Sky,15,Heavy Traffic
INC_101399,Salah Salem - Al Azhar,2026-04-28,04:12:01,Accident,Major,Phone Usage,85,DISTRACTED: PHONE USAGE!,23.0,52,7.8,Clear Sky,3,Heavy Traffic
INC_101400,Cairo Festival City Area,2026-08-21,11:15:01,Accident,Moderate,Driver Fatigue,31,DROWSY - SLEEPING!,26.9,35,6.0,Clear Sky,28,Moderate Traffic
INC_101401,Abu Qir Road - Sidi Gaber,2026-08-05,18:26:01,Accident,Major,Fainting / Sudden Illness,60,SOS: FAINTING / EMERGENCY!,29.7,44,6.6,Cloudy,6,Heavy Traffic
INC_101402,Corniche - Citadel Qaitbay,2026-07-30,18:37:01,Accident (Other Driver),Moderate,Unknown,52,SAFE & FOCUSED,25.5,60,5.4,Clear Sky,34,Moderate Traffic
INC_101403,Heliopolis - Roxy Sq,2026-05-24,19:17:01,Accident,Major,Phone Usage,101,DISTRACTED: PHONE USAGE!,23.7,42,3.3,Clear Sky,8,Heavy Traffic
INC_101404,Downtown - Talaat Harb,2026-07-23,05:52:01,Vehicle Breakdown,Moderate,Unknown,55,SAFE & FOCUSED,36.1,52,7.2,Clear Sky,30,Moderate Traffic
INC_101405,Tahya Masr Bridge,2026-04-03,22:24:01,Accident,Major,Phone Usage,86,DISTRACTED: PHONE USAGE!,32.2,58,6.9,Clear Sky,15,Heavy Traffic
INC_101406,Downtown - Tahrir Sq,2026-04-29,10:36:01,Accident,Moderate,Phone Usage,49,DISTRACTED: PHONE USAGE!,36.9,52,7.1,Clear Sky,31,Moderate Traffic
INC_101407,Mohandessin - Shehab St,2026-03-27,14:32:01,Accident,Moderate,Lack of Attention,40,DISTRACTED: LOOKING AWAY!,32.4,49,3.4,Clear Sky,21,Moderate Traffic
INC_101408,Salah Salem - Panorama,2026-08-02,17:12:01,Accident,Major,Fainting / Sudden Illness,74,SOS: FAINTING / EMERGENCY!,37.7,60,2.4,Clear Sky,9,Heavy Traffic
INC_101409,Autostrad - Maadi,2026-05-15,04:43:01,Accident,Moderate,Driver Fatigue,50,DROWSY - SLEEPING!,22.2,35,4.2,Clear Sky,18,Moderate Traffic
INC_101410,Agricultural Road - Benha,2026-05-12,04:05:01,Accident,Fatal,Fainting / Sudden Illness,233,SOS: FAINTING / EMERGENCY!,24.3,42,2.6,Clear Sky,15,Heavy Traffic
INC_101411,Ring Road - Al Salam City,2026-07-08,11:26:01,Accident,Major,Fainting / Sudden Illness,88,SOS: FAINTING / EMERGENCY!,30.1,34,4.3,Clear Sky,3,Heavy Traffic
INC_101412,Ring Road - Mounib,2026-07-16,08:43:01,Accident,Major,Driver Fatigue,83,DROWSY - SLEEPING!,33.8,41,4.2,Cloudy,2,Heavy Traffic
INC_101413,Downtown - Tahrir Sq,2026-07-13,18:20:01,Accident,Moderate,Phone Usage,42,DISTRACTED: PHONE USAGE!,21.3,44,2.6,Clear Sky,33,Moderate Traffic
INC_101414,Ring Road - El Waraq,2026-04-09,22:10:01,Accident (Other Driver),Moderate,Slippery Road,56,SAFE & FOCUSED,15.0,91,0.6,Foggy,28,Moderate Traffic
INC_101415,Haram Street - Al Arish,2026-04-09,18:58:01,Accident,Minor,Sudden Braking,24,STRESS / ANGER DETECTED!,31.7,51,7.1,Clear Sky,28,Moderate Traffic
INC_101416,Tahya Masr Bridge,2026-03-28,15:47:01,Accident,Major,Phone Usage,91,DISTRACTED: PHONE USAGE!,20.1,32,2.3,Clear Sky,13,Heavy Traffic
INC_101417,Alexandria Desert Road - km 21,2026-04-23,08:06:01,Accident,Fatal,Fainting / Sudden Illness,140,SOS: FAINTING / EMERGENCY!,24.1,30,3.9,Clear Sky,5,Heavy Traffic
INC_101418,October Bridge - Al-Manial,2026-04-02,22:05:01,Accident,Moderate,Phone Usage,42,DISTRACTED: PHONE USAGE!,32.6,49,7.6,Clear Sky,26,Moderate Traffic
INC_101419,Shubra - Ahmed Helmy,2026-05-16,09:41:01,Accident (Other Driver),Moderate,Slippery Road,34,SAFE & FOCUSED,15.0,99,1.5,Foggy,28,Moderate Traffic
INC_101420,Ring Road - Al Salam City,2026-03-13,20:07:01,Accident,Minor,Speeding,16,STRESS / ANGER DETECTED!,29.1,59,5.0,Clear Sky,22,Moderate Traffic
INC_101421,Salah Salem - Panorama,2026-05-28,03:52:01,Accident,Fatal,Fainting / Sudden Illness,144,SOS: FAINTING / EMERGENCY!,21.7,50,5.6,Clear Sky,0,Heavy Traffic
INC_101422,Shubra - Corniche,2026-03-31,22:46:01,Accident,Fatal,Driver Fatigue,182,DROWSY - SLEEPING!,24.8,57,7.7,Clear Sky,14,Heavy Traffic
INC_101423,October Bridge - Al-Manial,2026-04-13,07:12:01,Accident (Other Driver),Moderate,Slippery Road,52,SAFE & FOCUSED,20.5,77,8.3,Rainy,34,Moderate Traffic
INC_101424,Stanley Bridge,2026-06-13,00:19:01,Accident,Fatal,Fainting / Sudden Illness,213,SOS: FAINTING / EMERGENCY!,33.1,40,3.7,Clear Sky,14,Heavy Traffic
INC_101425,Heliopolis - El Khalifa El Mamoun,2026-03-07,03:17:01,Accident,Moderate,Phone Usage,56,DISTRACTED: PHONE USAGE!,30.6,40,5.4,Cloudy,25,Moderate Traffic
INC_101426,Cairo Festival City Area,2026-03-05,21:54:01,Accident,Moderate,Phone Usage,52,DISTRACTED: PHONE USAGE!,36.0,47,3.6,Clear Sky,24,Moderate Traffic
INC_101427,Haram Street - Giza Square,2026-07-15,09:11:01,Weather Condition,Minor,Slippery Road,28,SAFE & FOCUSED,12.4,97,1.3,Foggy,40,Moderate Traffic
INC_101428,Shubra - Ahmed Helmy,2026-03-24,01:15:01,Accident,Minor,Speeding,17,STRESS / ANGER DETECTED!,29.1,65,3.3,Clear Sky,21,Moderate Traffic
INC_101429,October Bridge - Mohandessin End,2026-03-26,22:20:01,Roadworks,Moderate,Engine Failure,54,SAFE & FOCUSED,34.6,52,4.6,Cloudy,27,Moderate Traffic
INC_101430,October Bridge - Tahrir Sq,2026-05-02,23:55:01,Roadworks,Moderate,Engine Failure,58,SAFE & FOCUSED,32.1,52,2.4,Clear Sky,18,Moderate Traffic
INC_101431,Alexandria Agriculture Road Entrance,2026-05-26,15:59:01,Accident,Fatal,Fainting / Sudden Illness,187,SOS: FAINTING / EMERGENCY!,28.4,39,6.8,Clear Sky,12,Heavy Traffic
INC_101432,New Cairo - American University,2026-08-07,07:41:01,Accident,Moderate,Driver Fatigue,57,DROWSY - SLEEPING!,31.8,37,5.0,Clear Sky,31,Moderate Traffic
INC_101433,New Cairo - Teseen Street South,2026-05-18,03:19:01,Accident,Moderate,Driver Fatigue,48,DROWSY - SLEEPING!,22.7,52,5.7,Clear Sky,20,Moderate Traffic
INC_101434,Abbas Bridge,2026-06-10,01:07:01,Accident,Moderate,Driver Fatigue,40,DROWSY - SLEEPING!,26.7,56,5.5,Clear Sky,28,Moderate Traffic
INC_101435,October Bridge - Al-Manial,2026-06-11,01:09:01,Accident,Major,Fainting / Sudden Illness,60,SOS: FAINTING / EMERGENCY!,22.6,55,7.3,Clear Sky,2,Heavy Traffic
INC_101436,New Cairo - American University,2026-08-07,15:40:01,Accident,Moderate,Sudden Braking,55,STRESS / ANGER DETECTED!,25.7,35,6.9,Cloudy,22,Moderate Traffic
INC_101437,Corniche - Citadel Qaitbay,2026-06-07,14:28:01,Accident,Minor,Lack of Attention,23,DISTRACTED: LOOKING AWAY!,37.7,37,6.5,Clear Sky,39,Moderate Traffic
INC_101438,Corniche - Garden City,2026-08-18,06:51:01,Accident,Fatal,Driver Fatigue,126,DROWSY - SLEEPING!,34.1,65,2.7,Clear Sky,12,Heavy Traffic
INC_101439,Cairo Festival City Area,2026-08-27,10:50:01,Weather Condition,Minor,Slippery Road,28,SAFE & FOCUSED,12.8,86,1.9,Foggy,60,Free Flow
INC_101440,Borg El Arab Entrance,2026-06-07,23:31:01,Accident,Major,Driver Fatigue,109,FATIGUE - YAWNING!,20.0,56,6.9,Clear Sky,3,Heavy Traffic
INC_101441,Haram Street - Al Arish,2026-04-29,03:03:01,Accident,Moderate,Lack of Attention,56,DISTRACTED: LOOKING AWAY!,21.3,36,4.3,Clear Sky,19,Moderate Traffic
INC_101442,Cairo International Stadium Area,2026-06-18,21:09:01,Accident,Minor,Speeding,23,STRESS / ANGER DETECTED!,27.8,49,2.1,Clear Sky,30,Moderate Traffic
INC_101443,Alexandria Agriculture Road Entrance,2026-06-29,12:17:01,Accident,Major,Driver Fatigue,99,FATIGUE - YAWNING!,20.8,39,2.5,Cloudy,10,Heavy Traffic
INC_101444,Qasr El Nil Bridge,2026-05-04,14:16:01,Accident,Fatal,Driver Fatigue,198,FATIGUE - YAWNING!,36.3,48,3.7,Clear Sky,5,Heavy Traffic
INC_101445,Ring Road - El Waraq,2026-07-16,20:40:01,Accident,Minor,Speeding,25,STRESS / ANGER DETECTED!,36.6,49,2.5,Clear Sky,74,Free Flow
INC_101446,Helwan - Corniche,2026-08-24,15:01:01,Accident,Moderate,Driver Fatigue,42,DROWSY - SLEEPING!,30.2,65,2.3,Clear Sky,20,Moderate Traffic
INC_101447,Axis 26 July - Lebanon Sq,2026-04-15,16:15:01,Accident,Minor,Speeding,20,STRESS / ANGER DETECTED!,31.7,42,2.8,Clear Sky,28,Moderate Traffic
INC_101448,Corniche - Montaza,2026-06-21,04:55:01,Accident,Fatal,Driver Fatigue,224,DROWSY - SLEEPING!,28.5,60,7.2,Cloudy,5,Heavy Traffic
INC_101449,Ring Road - Mounib,2026-08-23,13:26:01,Accident,Moderate,Lack of Attention,44,DISTRACTED: LOOKING AWAY!,27.4,52,6.1,Cloudy,30,Moderate Traffic
INC_101450,Tahya Masr Bridge,2026-03-26,23:56:01,Accident,Moderate,Phone Usage,53,DISTRACTED: PHONE USAGE!,35.0,46,3.3,Cloudy,22,Moderate Traffic
INC_101451,Stanley Bridge,2026-08-02,12:37:01,Accident,Fatal,Fainting / Sudden Illness,170,SOS: FAINTING / EMERGENCY!,37.2,32,7.6,Clear Sky,7,Heavy Traffic
INC_101452,October Bridge - Zamalek,2026-05-20,22:42:01,Accident,Minor,Lack of Attention,24,DISTRACTED: LOOKING AWAY!,21.7,42,2.6,Clear Sky,76,Free Flow
INC_101453,New Cairo - Teseen Street South,2026-03-15,05:10:01,Accident,Moderate,Sudden Braking,35,STRESS / ANGER DETECTED!,24.8,52,5.3,Clear Sky,26,Moderate Traffic
INC_101454,Axis 26 July - Hyper One,2026-08-31,06:34:01,Accident,Minor,Lack of Attention,29,DISTRACTED: LOOKING AWAY!,24.3,61,3.6,Cloudy,64,Free Flow
INC_101455,October Bridge - Mohandessin End,2026-08-17,02:55:01,Accident,Moderate,Phone Usage,51,DISTRACTED: PHONE USAGE!,20.4,65,3.0,Clear Sky,15,Moderate Traffic
INC_101456,October Bridge - Mohandessin End,2026-06-26,02:23:01,Accident,Fatal,Driver Fatigue,143,DROWSY - SLEEPING!,25.1,60,6.8,Cloudy,8,Heavy Traffic
INC_101457,Tahya Masr Bridge,2026-06-04,04:17:01,Accident,Major,Fainting / Sudden Illness,94,SOS: FAINTING / EMERGENCY!,22.3,57,2.4,Clear Sky,6,Heavy Traffic
INC_101458,October Bridge - Nasr City (Abbas El Akkad),2026-06-26,12:17:01,Accident,Major,Fainting / Sudden Illness,94,SOS: FAINTING / EMERGENCY!,27.7,49,6.7,Clear Sky,7,Heavy Traffic
INC_101459,Maadi - Victoria Square,2026-04-18,08:23:01,Accident,Moderate,Driver Fatigue,44,DROWSY - SLEEPING!,34.2,35,3.2,Cloudy,30,Moderate Traffic
INC_101460,Salah Salem - Panorama,2026-06-20,18:41:01,Weather Condition,Moderate,Engine Failure,54,SAFE & FOCUSED,15.6,78,10.9,Rainy,15,Moderate Traffic
INC_101461,October Bridge - Al-Manial,2026-08-03,08:21:01,Accident,Fatal,Driver Fatigue,214,DROWSY - SLEEPING!,20.1,35,5.7,Cloudy,11,Heavy Traffic
INC_101462,October Bridge - Doqqi,2026-07-10,14:45:01,Accident,Major,Driver Fatigue,69,DROWSY - SLEEPING!,31.4,59,6.5,Cloudy,12,Heavy Traffic
INC_101463,New Cairo - Teseen Street South,2026-05-07,03:51:01,Accident,Moderate,Speeding,48,STRESS / ANGER DETECTED!,30.0,61,4.9,Clear Sky,15,Moderate Traffic
INC_101464,Downtown - Talaat Harb,2026-03-19,15:58:01,Vehicle Breakdown,Minor,Unknown,20,SAFE & FOCUSED,34.0,40,7.2,Clear Sky,39,Moderate Traffic
INC_101465,Salah Salem - Citadel,2026-07-23,16:26:01,Accident,Fatal,Driver Fatigue,239,FATIGUE - YAWNING!,28.6,43,6.0,Cloudy,10,Heavy Traffic
INC_101466,Alexandria Desert Road - km 21,2026-04-02,04:09:01,Accident,Major,Fainting / Sudden Illness,113,SOS: FAINTING / EMERGENCY!,33.9,57,2.4,Clear Sky,13,Heavy Traffic
INC_101467,October Bridge - Tahrir Sq,2026-07-17,17:27:01,Accident,Fatal,Driver Fatigue,163,DROWSY - SLEEPING!,35.0,60,2.4,Clear Sky,14,Heavy Traffic
INC_101468,Faisal Street - El Talbeya,2026-04-21,20:07:01,Accident,Major,Fainting / Sudden Illness,90,SOS: FAINTING / EMERGENCY!,33.5,44,7.6,Cloudy,6,Heavy Traffic
INC_101469,New Cairo - American University,2026-08-06,23:37:01,Accident,Major,Driver Fatigue,118,DROWSY - SLEEPING!,20.0,31,6.6,Cloudy,7,Heavy Traffic
INC_101470,New Cairo - American University,2026-03-24,06:10:01,Accident,Major,Fainting / Sudden Illness,62,SOS: FAINTING / EMERGENCY!,26.1,40,4.8,Cloudy,7,Heavy Traffic
INC_101471,Heliopolis - Roxy Sq,2026-07-21,23:28:01,Accident,Moderate,Lack of Attention,41,DISTRACTED: LOOKING AWAY!,21.6,65,8.0,Clear Sky,33,Moderate Traffic
INC_101472,Giza - El Omraneya,2026-08-11,18:18:01,Accident,Minor,Speeding,30,STRESS / ANGER DETECTED!,28.0,46,2.2,Clear Sky,60,Free Flow
INC_101473,New Cairo - Teseen Street South,2026-07-02,09:26:01,Accident,Major,Phone Usage,75,DISTRACTED: PHONE USAGE!,34.1,60,7.1,Clear Sky,11,Heavy Traffic
INC_101474,Agricultural Road - Tanta Bridge,2026-05-10,19:02:01,Accident,Fatal,Fainting / Sudden Illness,222,SOS: FAINTING / EMERGENCY!,30.4,32,2.4,Clear Sky,7,Heavy Traffic
INC_101475,Helwan University Area,2026-07-30,22:23:01,Accident,Major,Fainting / Sudden Illness,98,SOS: FAINTING / EMERGENCY!,29.5,53,2.5,Clear Sky,13,Heavy Traffic
INC_101476,Salah Salem - Citadel,2026-06-14,23:35:01,Accident,Major,Fainting / Sudden Illness,89,SOS: FAINTING / EMERGENCY!,26.2,34,7.0,Clear Sky,14,Heavy Traffic
INC_101477,Ring Road - Maadi,2026-06-02,21:50:01,Accident,Moderate,Driver Fatigue,46,FATIGUE - YAWNING!,31.9,42,4.0,Clear Sky,16,Moderate Traffic
INC_101478,Tahya Masr Bridge,2026-05-15,09:45:01,Accident,Fatal,Driver Fatigue,214,FATIGUE - YAWNING!,30.0,44,4.5,Clear Sky,12,Heavy Traffic
INC_101479,Zamalek - 26 July St,2026-08-29,14:27:01,Accident,Fatal,Fainting / Sudden Illness,159,SOS: FAINTING / EMERGENCY!,26.5,54,4.7,Clear Sky,14,Heavy Traffic
INC_101480,Corniche - Garden City,2026-03-15,04:27:01,Accident,Major,Driver Fatigue,61,DROWSY - SLEEPING!,34.5,44,5.3,Clear Sky,12,Heavy Traffic
INC_101481,Tahya Masr Bridge,2026-07-20,09:48:01,Weather Condition,Minor,Unknown,24,SAFE & FOCUSED,15.8,92,2.1,Foggy,39,Moderate Traffic
INC_101482,Corniche - Citadel Qaitbay,2026-04-03,20:00:01,Accident,Moderate,Phone Usage,57,DISTRACTED: PHONE USAGE!,26.9,41,3.2,Clear Sky,16,Moderate Traffic
INC_101483,Mohandessin - Sudan St,2026-06-19,17:57:01,Accident,Fatal,Driver Fatigue,217,DROWSY - SLEEPING!,21.0,65,2.4,Clear Sky,2,Heavy Traffic
INC_101484,October Bridge - Ramses,2026-07-28,22:04:01,Accident,Major,Fainting / Sudden Illness,96,SOS: FAINTING / EMERGENCY!,25.0,44,5.1,Clear Sky,12,Heavy Traffic
INC_101485,Corniche - Miami,2026-06-26,22:56:01,Accident,Major,Phone Usage,76,DISTRACTED: PHONE USAGE!,26.7,38,6.9,Clear Sky,9,Heavy Traffic
INC_101486,Cairo-Alexandria Desert Road - Sphinx,2026-05-21,03:21:01,Roadworks,Minor,Slippery Road,25,SAFE & FOCUSED,16.5,87,13.9,Rainy,58,Free Flow
INC_101487,Wadi El Natrun Road,2026-03-10,16:46:01,Accident,Minor,Sudden Braking,28,STRESS / ANGER DETECTED!,27.8,63,3.2,Clear Sky,49,Free Flow
INC_101488,Ring Road - Mounib,2026-04-22,20:01:01,Accident,Moderate,Driver Fatigue,33,FATIGUE - YAWNING!,36.2,40,6.2,Clear Sky,34,Moderate Traffic
INC_101489,Corniche - Garden City,2026-08-08,01:10:01,Accident,Moderate,Driver Fatigue,44,DROWSY - SLEEPING!,20.6,52,7.6,Clear Sky,34,Moderate Traffic
INC_101490,Salah Salem - Panorama,2026-07-09,05:13:01,Vehicle Breakdown,Minor,Unknown,26,SAFE & FOCUSED,26.8,33,5.4,Clear Sky,30,Moderate Traffic
INC_101491,October Bridge - Nasr City (Abbas El Akkad),2026-03-20,01:33:01,Accident,Moderate,Speeding,48,STRESS / ANGER DETECTED!,22.8,62,3.0,Clear Sky,33,Moderate Traffic
INC_101492,October Bridge - Tahrir Sq,2026-07-07,02:11:01,Accident,Minor,Lack of Attention,22,DISTRACTED: LOOKING AWAY!,27.9,39,7.2,Clear Sky,35,Moderate Traffic
INC_101493,Shubra - Corniche,2026-05-26,16:53:01,Accident (Other Driver),Minor,Engine Failure,24,SAFE & FOCUSED,28.5,56,2.7,Clear Sky,52,Free Flow
INC_101494,Stanley Bridge,2026-05-23,13:09:01,Accident,Major,Phone Usage,120,DISTRACTED: PHONE USAGE!,24.1,50,6.4,Cloudy,15,Heavy Traffic
INC_101495,Haram Street - Al Arish,2026-06-13,03:04:01,Accident,Moderate,Phone Usage,48,DISTRACTED: PHONE USAGE!,26.8,52,7.0,Clear Sky,33,Moderate Traffic
INC_101496,Salah Salem - Panorama,2026-06-10,05:20:01,Accident,Moderate,Lack of Attention,40,DISTRACTED: LOOKING AWAY!,26.2,40,2.8,Clear Sky,24,Moderate Traffic
INC_101497,Axis 26 July - Juhayna Sq,2026-06-22,09:41:01,Accident,Moderate,Sudden Braking,34,STRESS / ANGER DETECTED!,29.4,33,6.3,Clear Sky,23,Moderate Traffic
INC_101498,Agricultural Road - Tanta Bridge,2026-05-20,09:18:01,Accident,Major,Phone Usage,111,DISTRACTED: PHONE USAGE!,35.6,61,3.9,Clear Sky,2,Heavy Traffic
INC_101499,Corniche - Ibrahimia,2026-06-23,13:45:01,Accident,Moderate,Driver Fatigue,46,FATIGUE - YAWNING!,26.2,37,4.2,Cloudy,21,Moderate Traffic
INC_101500,Autostrad - Helwan,2026-06-18,01:34:01,Accident,Moderate,Sudden Braking,30,STRESS / ANGER DETECTED!,23.1,63,2.6,Clear Sky,28,Moderate Traffic
INC_101501,Ring Road - Katameya,2026-08-27,22:09:01,Accident,Moderate,Speeding,52,STRESS / ANGER DETECTED!,35.0,63,5.6,Cloudy,33,Moderate Traffic
INC_101502,Corniche - Maspero,2026-08-04,05:54:01,Accident,Major,Driver Fatigue,65,FATIGUE - YAWNING!,28.3,64,2.4,Clear Sky,0,Heavy Traffic
INC_101503,Nasr City - Abbas El Akkad,2026-04-23,11:41:01,Weather Condition,Minor,Engine Failure,21,SAFE & FOCUSED,18.8,87,5.1,Rainy,47,Free Flow
INC_101504,Heliopolis - El Khalifa El Mamoun,2026-08-18,06:10:01,Accident (Other Driver),Minor,Slippery Road,15,SAFE & FOCUSED,13.6,98,0.1,Foggy,43,Free Flow
INC_101505,Qasr El Nil Bridge,2026-06-26,20:13:01,Accident,Major,Phone Usage,80,DISTRACTED: PHONE USAGE!,26.5,48,3.8,Clear Sky,7,Heavy Traffic
INC_101506,Abu Qir Road - Fleming,2026-07-27,13:36:01,Accident,Fatal,Driver Fatigue,161,DROWSY - SLEEPING!,35.9,60,3.4,Clear Sky,8,Heavy Traffic
INC_101507,Ring Road - Mariouteya,2026-05-04,01:28:01,Accident,Major,Phone Usage,70,DISTRACTED: PHONE USAGE!,25.2,64,5.8,Clear Sky,13,Heavy Traffic
INC_101508,Mohandessin - Sudan St,2026-03-21,23:07:01,Accident,Minor,Lack of Attention,25,DISTRACTED: LOOKING AWAY!,31.9,46,5.9,Cloudy,65,Free Flow
INC_101509,Ring Road - Marg,2026-08-02,16:23:01,Accident,Major,Fainting / Sudden Illness,60,SOS: FAINTING / EMERGENCY!,22.9,52,2.1,Clear Sky,14,Heavy Traffic
INC_101510,Corniche - Roushdy,2026-04-16,12:16:01,Accident,Fatal,Driver Fatigue,211,DROWSY - SLEEPING!,35.9,46,4.9,Cloudy,15,Heavy Traffic
INC_101511,Corniche - San Stefano,2026-05-23,00:46:01,Accident,Fatal,Fainting / Sudden Illness,234,SOS: FAINTING / EMERGENCY!,22.2,53,5.4,Clear Sky,11,Heavy Traffic
INC_101512,Axis 26 July - Hyper One,2026-04-04,23:32:01,Accident (Other Driver),Moderate,Unknown,38,SAFE & FOCUSED,36.9,44,4.0,Clear Sky,35,Moderate Traffic
INC_101513,Nasr City - Mostafa El Nahas,2026-06-22,08:28:01,Accident,Moderate,Phone Usage,55,DISTRACTED: PHONE USAGE!,36.5,60,2.1,Clear Sky,35,Moderate Traffic
INC_101514,October Bridge - Mohandessin End,2026-08-25,19:52:01,Accident,Major,Phone Usage,91,DISTRACTED: PHONE USAGE!,31.3,38,4.3,Clear Sky,11,Heavy Traffic
INC_101515,Kafoury Road,2026-08-01,07:39:01,Accident,Moderate,Phone Usage,49,DISTRACTED: PHONE USAGE!,26.9,38,4.2,Clear Sky,23,Moderate Traffic
